Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
40	Spectrogram 1	1	75.415346185	75.717194906	99.1	755.9	0.302	656.8	-47.9	
41	Spectrogram 1	1	75.870275329	76.342452970	24.8	972.7	0.472	948.0	-47.1	
42	Spectrogram 1	1	77.062577775	77.347177998	49.6	731.1	0.285	681.5	-50.9	
43	Spectrogram 1	1	78.686646408	79.148043738	142.5	1195.8	0.461	1053.3	-54.1	
44	Spectrogram 1	1	79.113546741	79.413239400	55.8	693.9	0.300	638.2	-48.6	
45	Spectrogram 1	1	79.906977664	80.241167319	62.0	700.1	0.334	638.2	-50.2	
46	Spectrogram 1	1	80.275664316	80.536547853	55.8	1071.9	0.261	1016.1	-52.5	
47	Spectrogram 1	1	80.409340178	80.689628276	62.0	712.5	0.280	650.6	-48.2	
48	Spectrogram 1	1	81.207505918	81.520134950	37.2	681.5	0.313	644.4	-49.8	
49	Spectrogram 1	1	81.569724383	81.910382225	0.0	755.9	0.341	755.9	-49.7	
50	Spectrogram 1	1	83.085287453	83.190934505	68.2	421.3	0.106	353.2	-53.3	
51	Spectrogram 1	1	83.203870879	83.520812036	148.7	1071.9	0.317	923.2	-48.5	
52	Spectrogram 1	1	84.251717153	84.568658309	99.1	700.1	0.317	601.0	-43.7	
53	Spectrogram 1	1	84.387549077	84.626871991	55.8	582.4	0.239	526.6	-42.1	
54	Spectrogram 1	1	84.801513037	85.055928387	37.2	576.2	0.254	539.0	-43.9	
55	Spectrogram 1	1	85.059520379	85.275126608	92.9	681.5	0.216	588.6	-46.3	
56	Spectrogram 1	1	85.227693238	85.423894906	68.2	625.8	0.196	557.6	-44.9	
57	Spectrogram 1	1	86.499769989	86.838271769	55.8	780.7	0.339	724.9	-42.0	
58	Spectrogram 1	1	87.114247742	87.321229722	74.3	892.2	0.207	817.8	-44.4	
59	Spectrogram 1	1	87.204802358	87.487246518	24.8	861.2	0.282	836.4	-42.8	
60	Spectrogram 1	1	87.799726830	88.002396686	49.6	886.0	0.203	836.4	-45.9	
61	Spectrogram 1	1	87.901061758	88.071390679	55.8	576.2	0.170	520.4	-42.7	
62	Spectrogram 1	1	89.065335395	89.336999244	68.2	656.8	0.272	588.6	-47.5	
63	Spectrogram 1	1	89.483611479	89.722934394	62.0	638.2	0.239	576.2	-46.0	
64	Spectrogram 1	1	89.694905584	89.936384561	37.2	638.2	0.241	601.0	-47.8	
65	Spectrogram 1	1	89.846252637	90.081263426	117.7	693.9	0.235	576.2	-45.2	
66	Spectrogram 1	1	89.973460312	90.234343849	105.1	793.0	0.261	687.8	-46.5	
67	Spectrogram 1	1	90.191222603	90.339990901	87.6	578.3	0.149	490.7	-44.7	
68	Spectrogram 1	1	90.396048521	90.562065317	61.3	503.8	0.166	442.5	-41.8	
69	Spectrogram 1	1	90.594406252	90.766891235	57.0	652.8	0.172	595.8	-42.3	
70	Spectrogram 1	1	90.909191346	91.101080890	70.1	582.7	0.192	512.6	-41.2	
71	Spectrogram 1	1	91.375323493	91.582305473	162.1	587.1	0.207	425.0	-47.1	
72	Spectrogram 1	1	91.474502359	91.696576775	74.5	810.5	0.222	736.0	-46.7	
73	Spectrogram 1	1	91.905714817	92.162286230	118.3	573.9	0.257	455.6	-49.5	
74	Spectrogram 1	1	92.060951302	92.246372659	39.4	600.2	0.185	560.8	-45.0	
75	Spectrogram 1	1	92.774607920	93.011774772	83.2	604.6	0.237	521.3	-46.4	
76	Spectrogram 1	1	92.912595907	93.080768765	48.2	595.8	0.168	547.6	-44.6	
77	Spectrogram 1	1	92.994526274	93.229537063	70.1	630.9	0.235	560.8	-43.5	
78	Spectrogram 1	1	93.231693126	93.481796352	39.4	652.8	0.250	613.4	-41.4	
79	Spectrogram 1	1	93.391241735	93.606847964	48.2	665.9	0.216	617.7	-39.7	
80	Spectrogram 1	1	93.880077331	94.119400245	48.2	630.9	0.239	582.7	-44.8	
81	Spectrogram 1	1	94.708005250	95.009853971	87.6	718.5	0.302	630.9	-50.1	
82	Spectrogram 1	1	94.960264538	95.167246518	78.9	652.8	0.207	573.9	-48.5	
83	Spectrogram 1	1	95.336413482	95.500274216	52.6	630.9	0.164	578.3	-46.2	
84	Spectrogram 1	1	95.467933282	95.670603137	131.4	639.6	0.203	508.2	-44.3	
85	Spectrogram 1	1	95.541239400	95.774094127	131.4	648.4	0.233	517.0	-41.0	
86	Spectrogram 1	1	95.696475885	95.905613927	144.6	687.8	0.209	543.3	-42.3	
87	Spectrogram 1	1	95.791342625	95.983232169	127.1	565.2	0.192	438.1	-40.8	
88	Spectrogram 1	1	96.093191346	96.259208143	78.9	609.0	0.166	530.1	-45.7	
89	Spectrogram 1	1	97.718142181	98.037239400	43.8	687.8	0.319	644.0	-42.9	
90	Spectrogram 1	1	98.231285006	98.477076107	83.2	635.3	0.246	552.0	-48.1	
91	Spectrogram 1	1	98.436110923	98.595659533	113.9	644.0	0.160	530.1	-46.5	
92	Spectrogram 1	1	98.510411146	98.733647520	100.8	670.3	0.223	569.5	-45.5	
93	Spectrogram 1	1	98.906132503	99.143299355	26.3	591.4	0.237	565.2	-44.0	
94	Spectrogram 1	1	99.670372659	99.838545518	48.2	652.8	0.168	604.6	-45.4	
95	Spectrogram 1	1	100.263289789	100.515549077	78.9	705.4	0.252	626.5	-50.1	
96	Spectrogram 1	1	100.463803582	100.644912814	74.5	674.7	0.181	600.2	-47.2	
97	Spectrogram 1	1	101.041037731	101.334262203	78.9	784.2	0.293	705.4	-41.4	
98	Spectrogram 1	1	101.386007698	101.573585117	179.6	806.1	0.188	626.5	-46.4	
99	Spectrogram 1	1	101.495966875	101.709417041	100.8	788.6	0.213	687.8	-46.8	
100	Spectrogram 1	1	101.750382225	101.927179333	74.5	648.4	0.177	573.9	-47.2	
101	Spectrogram 1	1	103.430066652	103.639204694	78.9	749.2	0.209	670.3	-49.2	
102	Spectrogram 1	1	104.550628499	104.884818154	113.9	959.5	0.334	845.5	-58.0	
103	Spectrogram 1	1	107.216957420	107.542522826	144.6	1174.1	0.326	1029.6	-58.8	
104	Spectrogram 1	1	108.342421936	108.721888899	127.1	1082.1	0.379	955.1	-54.6	
105	Spectrogram 1	1	109.158196964	109.485918432	113.9	994.5	0.328	880.6	-56.4	
106	Spectrogram 1	1	109.617438232	110.119800745	39.4	911.3	0.502	871.8	-49.7	
